RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BetterRank,Finish,FinishRound,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,FinishDetails_present,FinishDetails_clean,BMatchWCRank_present,RMatchWCRank_present,BMatchWCRank_cat,RMatchWCRank_cat,BWFeatherweightRank_present,RWFeatherweightRank_present,BPFPRank_present,BWFlyweightRank_present,RWFlyweightRank_present,BWStrawweightRank_present,BWBantamweightRank_present,BWelterweightRank_present,BBantamweightRank_present,BLightHeavyweightRank_present,BLightweightRank_present,BFeatherweightRank_present,BFlyweightRank_present,BMiddleweightRank_present,RWStrawweightRank_present,BHeavyweightRank_present,RWBantamweightRank_present,RFeatherweightRank_present,RBantamweightRank_present,RMiddleweightRank_present,RLightHeavyweightRank_present,RLightweightRank_present,RHeavyweightRank_present,RFlyweightRank_present,RWelterweightRank_present,RPFPRank_present,blue_has_any_rank,red_has_any_rank,Winner,OddsRatio,RedExperience,BlueExperience,ExperienceDifference,RedWinPercentage,BlueWinPercentage,WinPercentageDifference,RedForm,BlueForm,FormDifference,RedStrikerScore,BlueStrikerScore,RedGrapplerScore,BlueGrapplerScore,StyleAdvantage,RedFinishRate,BlueFinishRate,FinishRateDifference,RedAgeFactor,BlueAgeFactor,AgeFactorDifference,RedBettingConfidence,BlueBettingConfidence,RedPerformanceScore,BluePerformanceScore,PerformanceScoreDiff,RedImpliedProbability,BlueImpliedProbability
-220.0,200.0,45.4545,200.0,2012-05-15,False,Lightweight,MALE,3,1,0,0,31.6923,0.455,0.6154,1.3846,0.402,2,6,34,0,0,1,2,3,0,1,7,Orthodox,172.72,180.34,145,1,0,0,51.6,0.5,0.4,0.6,0.15,4,1,10,0,0,0,1,1,2,0,4,Orthodox,185.42,185.42,155,29,25,0,0,-2,3,-5,24,0,3,-2,-12.7,-5.08,4,-19.9077,0.2154,0.7846,neither,U-DEC,3.0,900.0,125.0,385.0,320.0,1195.0,627.0,725.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.1,5,13,-8,0.799999999984,0.5384615384573964,0.26153846152660354,-1,-1,0,25.8,14.4199965,0.49,1.1720092,12.062012700000002,0.75,0.42857142857142855,0.32142857142857145,0.9333333333333333,0.6666666666666667,0.2666666666666666,265.4545,0.0,0.6346666666539733,0.305128205125858,0.32953846152811533,-0.004545454545454545,0.005
-185.0,170.0,54.0541,170.0,2012-05-05,False,Welterweight,MALE,3,0,1,0,50.0,0.51,2.0,3.0,0.75,1,0,3,0,0,0,1,0,0,0,1,Orthodox,185.42,182.88,170,0,1,0,45.6667,0.427,1.1667,2.8333,0.407,4,1,16,0,0,1,3,1,0,0,5,Orthodox,185.42,190.5,170,24,25,0,0,-3,-4,1,-13,0,-1,0,0.0,-7.62,-1,4.3333,0.8333,0.1667,neither,U-DEC,3.0,900.0,101.0,347.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.088235294117647,6,1,5,0.8333333333194445,0.9999999999,-0.1666666665805555,1,1,0,19.499680899999998,25.5,2.3198531,4.25,-4.070172200000002,0.2,0.0,0.2,0.6,0.6666666666666667,-0.06666666666666676,239.0541,0.0,0.5499999999908334,0.7333333332600002,-0.1833333332691668,-0.005405405405405406,0.0058823529411764705
-135.0,115.0,74.0741,115.0,2015-08-08,False,Middleweight,MALE,3,1,0,0,53.0,0.427,0.0,0.0,0.0,1,4,17,0,0,0,1,1,0,0,2,Orthodox,185.42,185.42,185,5,0,0,45.0,0.452,0.3077,0.0,0.0,4,7,33,0,0,2,2,0,1,1,6,Orthodox,187.96,193.04,185,28,33,4,0,-3,-4,3,-16,0,0,-1,-2.54,-7.62,-5,8.0,-0.3077,0.0,neither,U-DEC,3.0,900.0,190.0,150.0,545.0,2740.0,447.0,885.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.173913043478261,13,6,7,0.46153846153491124,0.33333333332777776,0.12820512820713348,-5,-1,-4,20.34,22.631,0.3077,0.0,-2.598700000000001,0.16666666666666666,0.5,-0.33333333333333337,0.8666666666666667,0.8,0.06666666666666665,209.0741,0.0,0.09999999999923077,0.22666666666288887,-0.1266666666636581,-0.007407407407407408,0.008695652173913044
-230.0,180.0,43.4783,180.0,2020-09-19,False,Women's Bantamweight,FEMALE,3,0,0,0,4.42,0.61,1.9,3.79,0.66,0,0,0,0,0,0,0,0,0,0,0,Southpaw,162.56,162.56,135,2,0,0,4.53,0.47,0.5,1.0,0.5,2,2,12,0,0,1,1,0,0,0,2,Orthodox,165.1,162.56,125,32,29,-2,0,-2,-2,-2,-12,0,0,0,-2.54,0.0,-3,-0.11,1.4,2.79,neither,KO/TKO,3.0,900.0,-120.0,275.0,650.0,1000.0,700.0,1250.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.2777777777777777,4,0,4,0.4999999999875,0.0,0.4999999999875,-2,0,-2,2.1291,2.6961999999999997,1.0,4.401400000000001,2.834300000000001,0.0,0.0,0.0,0.8666666666666667,0.9333333333333333,-0.06666666666666665,273.4783,0.0,0.30333333332574997,0.0,0.30333333332574997,-0.004347826086956522,0.005555555555555556
-350.0,318.0,28.5714,318.0,2013-02-23,False,Bantamweight,MALE,3,0,1,0,24.6667,0.457,0.8333,0.1667,0.167,3,2,12,0,0,0,1,1,2,0,4,Orthodox,167.64,162.56,145,1,0,0,48.75,0.413,0.25,1.0,0.345,1,2,15,2,0,0,1,0,1,0,2,Orthodox,167.64,170.18,135,33,30,1,1,2,2,0,-3,-2,1,1,0.0,-7.62,3,-24.0833,0.5833,-0.8333,Red,SUB,1.0,274.0,-115.0,485.0,300.0,115.0,672.0,2470.0,1,Rear Naked Choke,1,1,Top 10,Top 10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Red,-1.10062893081761,4,6,-2,0.4999999999875,0.6666666666555555,-0.16666666666805552,-1,1,-2,20.13375,11.2726819,0.595,0.8611389,9.127207,0.5,0.75,-0.25,0.8,1.0,-0.19999999999999996,378.5714,0.0,0.3399999999915,0.7333333333211112,-0.3933333333296112,-0.002857142857142857,0.0031446540880503146
-580.0,440.0,17.2414,440.0,2017-06-10,False,Featherweight,MALE,3,0,1,0,56.25,0.405,0.0,2.25,0.563,1,3,12,0,0,0,1,0,0,0,1,Orthodox,170.18,170.18,155,0,1,0,50.0,0.65,0.0,3.0,1.0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,167.64,180.34,145,28,36,0,0,0,0,-3,10,0,-1,0,2.54,-10.16,-8,6.25,0.0,-0.75,neither,U-DEC,3.0,900.0,-110.0,610.0,450.0,1500.0,300.0,1500.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.3181818181818181,1,4,-3,0.9999999999,0.24999999999375,0.74999999990625,1,1,0,32.5,22.78125,3.0,1.2667499999999998,7.985499999999998,1.0,0.0,1.0,0.8666666666666667,0.6,0.2666666666666667,597.2414,0.0,0.9533333332380001,0.164999999995875,0.7883333332421251,-0.0017241379310344827,0.0022727272727272726
-290.0,260.0,34.4828,260.0,2012-04-21,False,Lightweight,MALE,3,3,0,0,10.3333,0.313,1.0,0.6667,0.067,0,3,8,1,0,0,0,0,0,0,0,Orthodox,177.8,182.88,155,0,1,0,18.4,0.39,1.2,2.8,0.581,3,4,22,0,0,0,2,0,4,0,6,Orthodox,172.72,190.5,155,30,32,-3,-1,-3,-6,1,-14,1,0,-4,5.08,-7.62,-2,-8.0667,-0.2,-2.1333,neither,U-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.1153846153846154,10,3,7,0.599999999994,0.0,0.599999999994,1,-3,4,7.175999999999999,3.2343229,2.8267999999999995,1.0446689,2.1595459999999997,0.6666666666666666,0.0,0.6666666666666666,1.0,0.8666666666666667,0.1333333333333333,324.4828,0.0,0.6599999999934001,0.0,0.6599999999934001,-0.0034482758620689655,0.0038461538461538464
-185.0,160.0,54.0541,160.0,2020-05-16,False,Women's Flyweight,FEMALE,3,3,0,0,2.54,0.37,0.2,1.66,0.43,1,4,13,0,0,0,0,0,0,0,2,Orthodox,167.64,175.26,125,0,1,0,4.72,0.38,0.7,0.34,0.3,2,6,26,0,0,0,0,0,0,0,5,Orthodox,170.18,170.18,125,33,33,3,-1,-1,-3,-2,-13,0,0,0,-2.54,5.08,0,-2.18,-0.5,1.32,neither,SUB,1.0,216.0,-105.0,180.0,1050.0,930.0,705.0,2000.0,1,Armbar,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.15625,11,6,5,0.45454545454132234,0.33333333332777776,0.12121212121354458,1,-3,4,1.7935999999999999,0.9398,0.8019999999999999,0.9138,0.9655999999999999,0.0,0.0,0.0,0.8,0.8,0.0,239.0541,0.0,0.3999999999963637,0.14666666666422223,0.2533333333321415,-0.005405405405405406,0.00625
-355.0,295.0,28.169,295.0,2017-10-21,False,Lightweight,MALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,182.88,155,3,0,0,28.0,0.37,0.6667,3.0,0.667,0,3,9,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,155,25,22,3,0,0,0,3,-9,0,0,0,2.54,2.54,3,-28.0,-0.6667,-3.0,neither,U-DEC,3.0,900.0,250.0,600.0,100.0,2000.0,465.0,650.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.2033898305084745,3,0,3,0.0,0.0,0.0,-3,0,-3,10.36,4.2688,2.6677000000000004,0.63,4.0535,0.0,0.0,0.0,0.6666666666666667,0.4666666666666667,0.20000000000000007,383.169,0.0,0.0,0.0,0.0,-0.0028169014084507044,0.003389830508474576
-150.0,130.0,66.6667,130.0,2024-10-05,False,Welterweight,MALE,3,1,0,0,5.04,0.49,0.2,1.14,0.4,4,13,65,0,0,1,6,6,2,0,15,Orthodox,187.96,190.5,170,3,0,0,4.6,0.37,0.5,1.87,0.25,3,12,59,1,0,1,7,0,2,0,10,Orthodox,180.34,190.5,170,39,40,-2,0,1,5,1,6,-1,6,0,7.62,0.0,1,0.44,-0.3,-0.73,neither,SUB,1.0,199.0,250.0,350.0,750.0,1000.0,420.0,525.0,1,Rear Naked Choke,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.1538461538461537,22,28,-6,0.45454545454338846,0.5357142857123725,-0.08116883116898399,-3,-1,-2,1.702,2.4696,0.9675,0.6559999999999999,-1.0791,0.2,0.5333333333333333,-0.3333333333333333,0.4,0.33333333333333337,0.06666666666666665,216.6667,0.0,0.09999999999954548,0.1517857142851722,-0.05178571428562673,-0.006666666666666667,0.007692307692307693
-290.0,245.0,34.4828,245.0,2018-01-14,False,Bantamweight,MALE,3,0,1,0,33.5,0.545,0.0,2.5,0.535,1,1,5,0,0,0,1,0,0,0,1,Southpaw,167.64,172.72,135,0,2,0,30.0,0.405,1.5,2.5,0.638,2,2,12,0,0,1,0,0,1,0,2,Orthodox,175.26,185.42,135,30,38,0,-1,-1,-1,1,-7,0,0,-1,-7.62,-12.7,-8,3.5,-1.5,0.0,neither,SUB,1.0,293.0,170.0,750.0,185.0,1100.0,450.0,535.0,1,Triangle Choke,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.183673469387755,4,2,2,0.4999999999875,0.499999999975,1.2500001034254637e-11,2,1,1,12.15,18.2575,3.0949999999999998,1.3375000000000001,-7.865000000000002,0.5,0.0,0.5,1.0,0.4666666666666667,0.5333333333333333,324.4828,0.0,0.599999999985,0.25666666665383336,0.3433333333311666,-0.0034482758620689655,0.004081632653061225
-290.0,245.0,34.4828,245.0,2016-07-09,False,Lightweight,MALE,3,2,0,0,36.4,0.319,0.0,0.1,0.05,2,6,20,0,0,1,1,2,0,0,4,Southpaw,170.18,177.8,155,2,0,0,26.8636,0.359,1.5909,1.1818,0.418,7,8,52,0,0,1,5,2,6,0,14,Southpaw,172.72,180.34,155,32,37,0,0,-5,-10,2,-32,0,0,-6,-2.54,-2.54,-5,9.5364,-1.5909,-1.0818,neither,KO/TKO,1.0,138.0,350.0,440.0,125.0,2250.0,660.0,580.0,1,Punches,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.183673469387755,22,10,12,0.6363636363607439,0.399999999996,0.2363636363647439,-2,-2,0,9.6440324,11.6116,2.0848923999999998,0.005000000000000001,-4.047459999999997,0.5714285714285714,0.5,0.0714285714285714,0.8666666666666667,0.5333333333333333,0.33333333333333337,324.4828,0.0,0.3860606060588513,0.14933333333183998,0.2367272727270113,-0.0034482758620689655,0.004081632653061225
-150.0,130.0,66.6667,130.0,2018-04-21,False,Welterweight,MALE,3,0,1,0,21.75,0.335,0.125,2.875,0.435,2,3,19,0,0,1,1,2,1,0,5,Orthodox,175.26,182.88,170,1,0,0,46.0,0.388,0.25,2.5,0.33,4,2,25,0,0,0,6,0,0,0,6,Southpaw,185.42,187.96,170,34,30,1,1,-2,-1,-1,-6,0,2,1,-10.16,-5.08,4,-24.25,-0.125,0.375,neither,U-DEC,3.0,900.0,250.0,285.0,750.0,1000.0,420.0,500.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.1538461538461537,8,8,0,0.749999999990625,0.6249999999921875,0.12499999999843758,-1,1,-2,17.848,7.286250000000001,1.0750000000000002,1.375625,10.862375,0.0,0.6,-0.6,0.7333333333333334,1.0,-0.2666666666666666,216.6667,0.0,0.4674999999941563,0.6874999999914063,-0.21999999999725,-0.006666666666666667,0.007692307692307693
-150.0,122.0,66.6667,122.0,2020-10-03,False,Women's Bantamweight,FEMALE,3,0,1,0,2.96,0.51,0.9,2.6,0.52,4,1,13,1,0,0,3,2,0,0,5,Orthodox,167.64,175.26,135,1,0,0,2.72,0.47,0.2,0.0,0.0,5,3,28,2,0,1,3,4,0,0,8,Orthodox,175.26,180.34,135,36,31,-1,1,-1,-3,-2,-15,-1,-2,0,-7.62,-5.08,-5,0.24,0.7,2.6,Red,SUB,3.0,900.0,200.0,225.0,1800.0,500.0,325.0,900.0,0,Not Recorded,1,1,Top 10,Top 10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,Red,-1.2295081967213115,11,6,5,0.7272727272661157,0.8333333333194445,-0.10606060605332879,-1,1,-2,1.2784,1.5096,0.2,2.2520000000000002,1.8208000000000002,0.5,0.4,0.09999999999999998,0.6,0.9333333333333333,-0.33333333333333337,216.6667,0.0,0.370909090905719,0.8555555555412964,-0.48464646463557737,-0.006666666666666667,0.00819672131147541
-210.0,175.0,47.619,175.0,2016-08-27,False,Women's Strawweight,FEMALE,3,0,2,0,55.6667,0.507,0.3333,0.3333,0.11,2,1,7,0,0,0,1,0,1,0,2,Orthodox,167.64,162.56,125,1,0,0,52.75,0.51,1.0,2.0,0.33,3,1,14,0,0,0,1,1,1,0,3,Orthodox,162.56,165.1,115,22,27,1,2,-1,-1,0,-7,0,-1,0,5.08,-2.54,-5,2.9167,-0.6667,-1.6667,Red,KO/TKO,2.0,317.0,250.0,325.0,750.0,1100.0,420.0,825.0,1,Kick,0,1,Unranked,Top 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Red,-1.2,4,3,1,0.74999999998125,0.6666666666444444,0.08333333333680559,-1,2,-3,26.9025,28.2230169,1.6600000000000001,0.369963,-2.610553900000003,0.6666666666666666,0.5,0.16666666666666663,0.4666666666666667,0.8,-0.33333333333333337,257.619,0.0,0.2974999999925625,0.6399999999786666,-0.34249999998610414,-0.004761904761904762,0.005714285714285714
-150.0,130.0,66.6667,130.0,2024-11-02,False,Bantamweight,MALE,3,2,0,0,5.38,0.41,0.5,0.48,0.16,4,9,51,0,0,0,4,3,3,0,10,Orthodox,167.64,165.1,135,0,4,0,4.06,0.46,0.0,0.16,0.14,4,2,17,0,0,0,3,2,0,0,5,Orthodox,172.72,172.72,135,36,38,2,-4,0,5,7,34,0,1,3,-5.08,-7.62,2,1.32,0.5,0.32,neither,U-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.1538461538461537,7,19,-12,0.7142857142755102,0.5263157894709142,0.18796992480459607,4,-2,6,1.8676,2.2058,0.022400000000000003,0.5768,0.21619999999999995,0.4,0.6,-0.19999999999999996,0.6,0.4666666666666667,0.1333333333333333,216.6667,0.0,0.5999999999914285,0.17192982456049863,0.42807017543092984,-0.006666666666666667,0.007692307692307693
-210.0,190.0,47.619,190.0,2012-08-04,False,Heavyweight,MALE,3,1,0,0,29.0,0.46,1.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,242,1,0,0,10.5,0.49,0.0,1.5,0.3,1,1,4,0,0,0,1,0,0,0,1,Orthodox,195.58,208.28,250,26,32,0,0,-1,-1,0,-2,0,0,0,-10.16,-17.78,-6,18.5,1.0,-1.5,neither,SUB,2.0,556.0,350.0,950.0,750.0,1000.0,420.0,525.0,1,Other - Lock,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.105263157894737,2,1,1,0.499999999975,0.0,0.499999999975,-1,-1,0,5.145,13.34,0.44999999999999996,1.0,-7.6450000000000005,0.0,0.0,0.0,0.7333333333333334,0.8666666666666667,-0.1333333333333333,257.619,0.0,0.31166666665108334,0.0,0.31166666665108334,-0.004761904761904762,0.005263157894736842
-108.0,-112.0,92.5926,89.2857,2021-05-15,False,Middleweight,MALE,3,1,0,0,2.87,0.55,0.4,1.44,0.4,1,3,9,0,0,0,0,1,0,0,1,Orthodox,187.96,203.2,185,1,0,0,7.13,0.6,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,187.96,195.58,205,29,32,0,0,0,0,2,5,0,0,0,0.0,7.62,3,-4.26,0.4,1.44,neither,KO/TKO,3.0,900.0,375.0,400.0,600.0,1600.0,240.0,200.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,0.9642857142857143,2,4,-2,0.499999999975,0.24999999999375,0.24999999998125,-1,-1,0,4.278,1.5785000000000002,0.0,0.976,3.6754999999999995,1.0,1.0,0.0,0.9333333333333333,0.8666666666666667,0.06666666666666665,200.5926,201.28570000000002,0.3966666666468333,0.1841666666620625,0.21249999998477082,-0.009259259259259259,-0.008928571428571428
110.0,-120.0,110.0,83.3333,2015-02-14,False,Flyweight,MALE,3,2,0,0,59.0,0.502,1.4,3.6,0.6,2,3,13,0,0,0,2,0,0,0,2,Southpaw,170.18,167.64,135,1,0,0,28.3333,0.397,0.3333,4.0,0.437,2,1,9,0,0,0,2,0,0,0,2,Southpaw,162.56,162.56,125,31,28,-1,0,0,0,-2,4,0,0,0,7.62,5.08,3,30.6667,1.0667,-0.4,Red,U-DEC,3.0,900.0,160.0,158.0,667.0,610.0,2000.0,700.0,0,Not Recorded,0,1,Unranked,Top 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Red,-0.9166666666666666,3,5,-2,0.6666666666444444,0.399999999992,0.26666666665244443,-1,-2,1,11.2483201,29.618,2.0813,3.56,-16.890979899999998,0.0,0.0,0.0,0.9333333333333333,0.8666666666666667,0.06666666666666665,0.0,203.3333,0.5288888888712593,0.24266666666181333,0.28622222220944593,0.00909090909090909,-0.008333333333333333
415.0,-525.0,415.0,19.0476,2018-12-01,False,Light Heavyweight,MALE,3,1,0,0,15.8,0.612,0.6,0.4,0.2,2,2,7,0,0,0,0,1,2,0,3,Orthodox,190.5,200.66,205,1,0,0,38.7778,0.499,0.2222,1.1667,0.215,3,9,45,3,0,1,1,7,0,0,9,Orthodox,185.42,193.04,205,37,27,0,0,-1,-6,7,-38,-3,-6,2,5.08,7.62,10,-22.9778,0.3778,-0.7667,Red,KO/TKO,3.0,643.0,800.0,450.0,1200.0,225.0,650.0,130.0,1,Punches,1,1,Rank 11-25,Rank 11-25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Red,-0.7904761904761904,18,5,13,0.4999999999972223,0.599999999988,-0.09999999999077774,-1,-1,0,19.3501222,9.6696,0.47304050000000003,0.6799999999999999,9.8874817,0.7777777777777778,1.0,-0.2222222222222222,0.5333333333333333,0.8,-0.2666666666666667,0.0,544.0476,0.22666666666540744,0.40799999999184006,-0.18133333332643262,0.0024096385542168677,-0.0019047619047619048
210.0,-250.0,210.0,40.0,2022-10-22,False,Lightweight,MALE,3,0,4,0,3.23,0.5,0.1,5.25,0.35,4,1,13,0,0,0,1,2,1,0,4,Southpaw,177.8,177.8,155,0,7,1,3.78,0.48,0.9,1.9,0.34,7,4,42,0,0,2,5,3,5,0,15,Southpaw,177.8,182.88,155,33,31,0,-3,-3,-11,-3,-29,0,-1,-4,0.0,-5.08,-2,-0.55,-0.8,3.35,Red,U-DEC,3.0,900.0,350.0,130.0,1100.0,600.0,750.0,350.0,0,Not Recorded,1,1,Top 10,Top 10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,Red,-0.84,20,5,15,0.7499999999962501,0.799999999984,-0.049999999987749844,7,4,3,1.8143999999999998,1.615,1.546,1.9375,0.5908999999999998,0.5333333333333333,0.75,-0.21666666666666667,0.8,0.9333333333333333,-0.1333333333333333,0.0,290.0,1.0199999999949003,1.0453333333124266,-0.025333333317526296,0.004761904761904762,-0.004
-230.0,190.0,43.4783,190.0,2010-12-04,True,Lightweight,MALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,185.42,145,0,0,0,15.6667,0.46,0.3333,1.03,0.338,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,145,25,24,0,0,0,0,0,0,0,0,0,-5.08,0.0,1,0.0,0.0,0.0,neither,U-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,-1.2105263157894737,0,0,0,0.0,0.0,0.0,0,0,0,7.206682000000001,4.2688,0.68144,0.63,2.8864420000000006,0.0,0.0,0.0,0.6666666666666667,0.6,0.06666666666666676,273.4783,0.0,0.0,0.0,0.0,-0.004347826086956522,0.005263157894736842
