RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BetterRank,Finish,FinishRound,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,FinishDetails_present,FinishDetails_clean,BMatchWCRank_present,RMatchWCRank_present,BMatchWCRank_cat,RMatchWCRank_cat,BWFeatherweightRank_present,RWFeatherweightRank_present,BPFPRank_present,BWFlyweightRank_present,RWFlyweightRank_present,BWStrawweightRank_present,BWBantamweightRank_present,BWelterweightRank_present,BBantamweightRank_present,BLightHeavyweightRank_present,BLightweightRank_present,BFeatherweightRank_present,BFlyweightRank_present,BMiddleweightRank_present,RWStrawweightRank_present,BHeavyweightRank_present,RWBantamweightRank_present,RFeatherweightRank_present,RBantamweightRank_present,RMiddleweightRank_present,RLightHeavyweightRank_present,RLightweightRank_present,RHeavyweightRank_present,RFlyweightRank_present,RWelterweightRank_present,RPFPRank_present,blue_has_any_rank,red_has_any_rank,Winner,OddsRatio,RedExperience,BlueExperience,ExperienceDifference,RedWinPercentage,BlueWinPercentage,WinPercentageDifference,RedForm,BlueForm,FormDifference,RedStrikerScore,BlueStrikerScore,RedGrapplerScore,BlueGrapplerScore,StyleAdvantage,RedFinishRate,BlueFinishRate,FinishRateDifference,RedAgeFactor,BlueAgeFactor,AgeFactorDifference,RedBettingConfidence,BlueBettingConfidence,RedPerformanceScore,BluePerformanceScore,PerformanceScoreDiff,RedImpliedProbability,BlueImpliedProbability
165.0,-190.0,165.0,52.6316,2017-12-01,False,Women's Flyweight,FEMALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,125,0,0,0,15.6667,0.46,0.3333,1.03,0.338,0,0,0,0,0,0,0,0,0,0,0,Southpaw,167.64,167.64,125,27,28,0,0,0,0,0,0,0,0,0,0.0,7.62,-1,0.0,0.0,0.0,neither,KO/TKO,2.0,473.0,340.0,129.0,1215.0,1260.0,600.0,345.0,1,Punch,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-0.868421052631579,0,0,0,0.0,0.0,0.0,0,0,0,7.206682000000001,4.2688,0.68144,0.63,2.8864420000000006,0.0,0.0,0.0,0.8,0.8666666666666667,-0.06666666666666665,0.0,242.6316,0.0,0.0,0.0,0.006060606060606061,-0.005263157894736842
243.0,-285.0,243.0,35.0877,2017-11-25,False,Middleweight,MALE,5,2,0,0,47.5,0.462,0.1667,0.75,0.263,5,4,31,1,0,2,2,2,2,0,8,Southpaw,175.26,180.34,185,1,0,0,55.7143,0.383,0.1786,0.9286,0.239,5,8,78,4,0,2,8,10,0,0,20,Orthodox,185.42,190.5,185,38,26,-1,0,0,-12,4,-47,-3,-8,2,-10.16,-10.16,12,-8.2143,-0.0119,-0.1786,Red,KO/TKO,1.0,150.0,430.0,500.0,2050.0,500.0,530.0,-115.0,1,Punch,1,1,Top 10,Top 10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,Blue,-0.8526315789473684,28,12,16,0.7142857142831633,0.6666666666611111,0.04761904762205227,-1,-2,1,21.3385769,21.945,0.4005354,0.36395,-0.6430085000000005,0.5,0.5,0.0,0.4666666666666667,0.7333333333333334,-0.2666666666666667,0.0,320.0877,0.2833333333323214,0.3422222222193704,-0.05888888888704896,0.00411522633744856,-0.0035087719298245615
-220.0,180.0,45.4545,180.0,2017-11-25,False,Welterweight,MALE,3,1,0,0,24.0,0.347,0.0,2.8571,0.437,2,3,17,0,0,1,1,2,0,0,4,Orthodox,175.26,182.88,170,0,0,0,15.6667,0.46,0.3333,1.03,0.338,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,177.8,170,33,30,-1,0,2,4,-3,17,0,2,0,-5.08,5.08,3,24.0,0.0,2.8571,neither,SUB,2.0,502.0,525.0,450.0,1250.0,850.0,-115.0,500.0,1,Rear Naked Choke,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-1.2222222222222223,0,7,-7,0.0,0.5714285714204081,-0.5714285714204081,0,-1,1,7.206682000000001,8.328,0.68144,1.2485527,-0.5542052999999987,0.0,0.5,-0.5,0.8,1.0,-0.19999999999999996,265.4545,0.0,0.0,0.4857142857073469,-0.4857142857073469,-0.004545454545454545,0.005555555555555556
120.0,-140.0,120.0,71.4286,2017-11-25,False,Women's Strawweight,FEMALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,160.02,115,3,0,0,44.6667,0.432,0.5,1.5,0.472,1,5,15,0,0,0,0,0,1,0,1,Orthodox,162.56,165.1,115,26,28,3,0,-1,-1,5,-15,0,0,-1,2.54,-5.08,-2,-44.6667,-0.5,-1.5,neither,U-DEC,3.0,900.0,333.0,350.0,485.0,1000.0,635.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-0.8571428571428571,6,0,6,0.16666666666388888,0.0,0.16666666666388888,-3,0,-3,19.2960144,4.2688,1.208,0.63,14.449214400000002,1.0,0.0,1.0,0.7333333333333334,0.8666666666666667,-0.1333333333333333,0.0,211.42860000000002,0.06722222222110186,0.0,0.06722222222110186,0.008333333333333333,-0.007142857142857143
105.0,-125.0,105.0,80.0,2017-11-25,False,Heavyweight,MALE,3,1,0,0,33.25,0.428,0.25,1.25,0.12,2,2,11,0,0,1,1,0,0,0,2,Orthodox,190.5,193.04,235,0,2,0,73.25,0.395,0.0,0.0,0.0,2,2,10,0,0,0,1,1,0,0,2,Orthodox,193.04,198.12,250,28,36,-1,-2,0,0,0,1,0,-1,0,-2.54,-5.08,-8,-40.0,0.25,1.25,neither,KO/TKO,1.0,84.0,260.0,168.0,1365.0,1115.0,425.0,372.0,1,Punches,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-0.84,4,4,0,0.4999999999875,0.4999999999875,0.0,2,-1,3,28.93375,14.231,0.0,0.4,15.10275,0.5,0.0,0.5,0.8666666666666667,0.6,0.2666666666666667,0.0,205.0,0.519999999987,0.254999999993625,0.264999999993375,0.009523809523809525,-0.008
-130.0,120.0,76.9231,120.0,2017-11-25,False,Women's Bantamweight,FEMALE,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,167.64,172.72,135,0,0,0,15.6667,0.46,0.3333,1.03,0.338,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,167.64,125,21,29,-1,0,0,0,-1,1,0,0,0,-5.08,5.08,-8,0.0,0.0,0.0,neither,U-DEC,3.0,900.0,250.0,282.0,750.0,375.0,420.0,375.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-1.0833333333333333,0,1,-1,0.0,0.0,0.0,0,-1,1,7.206682000000001,0.0,0.68144,0.0,6.525242,0.0,0.0,0.0,0.4,0.9333333333333333,-0.5333333333333333,206.9231,0.0,0.0,0.0,0.0,-0.007692307692307693,0.008333333333333333
140.0,-150.0,140.0,66.6667,2017-11-25,False,Featherweight,MALE,3,2,0,0,34.0,0.43,0.0,0.5,0.125,0,2,5,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,145,0,0,0,15.6667,0.46,0.3333,1.03,0.338,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,135,28,27,-2,0,0,0,-2,5,0,0,0,-2.54,0.0,1,34.0,0.0,0.5,neither,U-DEC,3.0,900.0,275.0,203.0,830.0,530.0,585.0,410.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-0.9333333333333333,0,2,-2,0.0,0.0,0.0,0,-2,2,7.206682000000001,14.62,0.68144,0.0625,-8.032257999999999,0.0,0.0,0.0,0.8666666666666667,0.8,0.06666666666666665,0.0,216.6667,0.0,0.0,0.0,0.007142857142857143,-0.006666666666666667
-130.0,110.0,76.9231,110.0,2017-11-18,False,Women's Flyweight,FEMALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,125,2,0,0,45.0,0.434,0.2,0.4,0.166,2,3,12,0,0,0,1,0,1,0,2,Orthodox,167.64,162.56,125,28,29,2,0,-2,-2,3,-12,0,0,-1,-2.54,0.0,-1,-45.0,-0.2,-0.4,neither,S-DEC,3.0,900.0,160.0,200.0,750.0,1150.0,575.0,600.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-1.1818181818181819,5,0,5,0.399999999992,0.0,0.399999999992,-2,0,-2,19.53,4.2688,0.2664,0.63,15.6248,0.5,0.0,0.5,0.8666666666666667,0.9333333333333333,-0.06666666666666665,206.9231,0.0,0.24266666666181333,0.0,0.24266666666181333,-0.007692307692307693,0.00909090909090909
-210.0,175.0,47.619,175.0,2017-11-18,False,Welterweight,MALE,3,0,2,0,52.4,0.396,0.0,2.2,0.346,2,2,13,0,0,0,2,1,0,0,3,Orthodox,180.34,182.88,170,0,1,0,42.2,0.503,0.1333,0.5333,0.233,4,6,34,0,0,1,3,4,1,0,9,Orthodox,187.96,190.5,170,33,29,0,1,-2,-6,4,-21,0,-3,-1,-7.62,-7.62,4,10.2,-0.1333,1.6667,neither,S-DEC,3.0,900.0,200.0,300.0,675.0,1000.0,210.0,1150.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-1.2,15,5,10,0.599999999996,0.599999999988,7.99993404854149e-12,1,2,-1,21.2266,20.7504,0.25755890000000004,0.7612,0.9798411000000016,0.5555555555555556,0.3333333333333333,0.22222222222222227,0.8,0.9333333333333333,-0.1333333333333333,257.619,0.0,0.5279999999964801,0.67199999998656,-0.14399999999007995,-0.004761904761904762,0.005714285714285714
155.0,-175.0,155.0,57.1429,2017-11-18,False,Heavyweight,MALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Southpaw,187.96,190.5,264,1,0,0,36.0,0.43,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,180.34,193.04,205,35,24,1,0,0,0,1,-2,0,0,0,7.62,-2.54,11,-36.0,0.0,0.0,neither,KO/TKO,1.0,275.0,800.0,625.0,1600.0,1500.0,225.0,-120.0,1,Flying Knee,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-0.8857142857142857,1,0,1,0.0,0.0,0.0,-1,0,-1,15.48,4.2688,0.0,0.63,11.8412,0.0,0.0,0.0,0.6666666666666667,0.6,0.06666666666666676,0.0,232.1429,0.0,0.0,0.0,0.0064516129032258064,-0.005714285714285714
105.0,-125.0,105.0,80.0,2017-11-18,False,Lightweight,MALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,170,1,0,0,23.0,0.438,0.5,0.25,0.083,2,2,8,0,0,1,0,1,0,0,2,Orthodox,177.8,172.72,155,32,28,1,0,-2,-2,2,-8,0,-1,0,0.0,12.7,4,-23.0,-0.5,-0.25,neither,S-DEC,3.0,900.0,425.0,400.0,475.0,800.0,400.0,200.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-0.84,4,0,4,0.4999999999875,0.0,0.4999999999875,-1,0,-1,10.074,4.2688,0.52075,0.63,5.91445,0.5,0.0,0.5,0.8666666666666667,0.8666666666666667,0.0,0.0,205.0,0.368333333324125,0.0,0.368333333324125,0.009523809523809525,-0.008
170.0,-200.0,170.0,50.0,2017-11-18,False,Women's Strawweight,FEMALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Southpaw,165.1,167.64,125,1,0,0,28.6667,0.61,1.0,1.0,0.467,1,2,7,0,0,0,0,0,1,0,1,Switch,160.02,160.02,115,39,22,1,0,-1,-1,2,-7,0,0,-1,5.08,7.62,17,-28.6667,-1.0,-1.0,neither,U-DEC,3.0,900.0,505.0,229.0,390.0,1250.0,790.0,190.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-0.85,3,0,3,0.3333333333222222,0.0,0.3333333333222222,-1,0,-1,17.486687,4.2688,1.467,0.63,12.380887000000001,1.0,0.0,1.0,0.4,0.4666666666666667,-0.06666666666666665,0.0,250.0,0.11333333332955554,0.0,0.11333333332955554,0.0058823529411764705,-0.005
270.0,-330.0,270.0,30.303,2017-11-18,False,Flyweight,MALE,3,2,0,0,31.5,0.345,0.5,2.5,0.415,0,2,6,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,125,1,0,0,33.0,0.415,0.5,0.5,0.5,1,1,6,0,0,0,1,0,0,0,1,Orthodox,165.1,172.72,125,29,26,-1,0,-1,-1,-1,0,0,0,0,2.54,0.0,3,-1.5,0.0,2.0,neither,U-DEC,3.0,900.0,495.0,-104.0,1490.0,400.0,850.0,436.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-0.8181818181818182,2,2,0,0.499999999975,0.0,0.499999999975,-1,-2,1,13.694999999999999,10.8675,0.75,1.5374999999999999,3.6149999999999984,0.0,0.0,0.0,0.9333333333333333,0.7333333333333334,0.19999999999999996,0.0,360.303,0.3966666666468333,0.0,0.3966666666468333,0.003703703703703704,-0.0030303030303030303
155.0,-175.0,155.0,57.1429,2017-11-18,False,Heavyweight,MALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,195.58,205.74,250,3,0,0,23.7778,0.439,0.0,1.0,0.231,1,6,14,0,0,0,1,2,0,0,3,Orthodox,195.58,193.04,260,37,25,3,0,-1,-3,6,-14,0,-2,0,0.0,12.7,12,-23.7778,0.0,-1.0,neither,U-DEC,3.0,900.0,575.0,890.0,1265.0,445.0,260.0,125.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-0.8857142857142857,9,0,9,0.3333333333296296,0.0,0.3333333333296296,-3,0,-3,10.438454199999999,4.2688,0.231,0.63,6.568654199999999,0.6666666666666666,0.0,0.6666666666666666,0.5333333333333333,0.6666666666666667,-0.13333333333333341,0.0,232.1429,0.09777777777669136,0.0,0.09777777777669136,0.0064516129032258064,-0.005714285714285714
-320.0,260.0,31.25,260.0,2017-11-11,False,Heavyweight,MALE,3,5,0,0,21.6522,0.459,0.2174,0.1304,0.109,7,9,44,5,0,1,2,9,2,0,14,Orthodox,190.5,195.58,240,0,1,0,21.0,0.6,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,190.5,187.96,264,26,38,-5,-1,6,13,-9,43,5,8,2,0.0,7.62,-12,0.6522,0.2174,0.1304,Red,U-DEC,3.0,900.0,600.0,750.0,1350.0,1275.0,-165.0,450.0,0,Not Recorded,1,1,Rank 11-25,Rank 11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,Blue,-1.2307692307692308,1,23,-22,0.9999999999,0.6086956521712665,0.39130434772873346,1,-5,6,12.6,9.9383598,0.0,0.2316136,2.8932537999999983,1.0,0.7857142857142857,0.2142857142857143,0.7333333333333334,0.4666666666666667,0.2666666666666667,351.25,0.0,0.8066666665860002,0.07101449275331442,0.7356521738326858,-0.003125,0.0038461538461538464
225.0,-265.0,225.0,37.7358,2017-11-11,False,Middleweight,MALE,3,1,0,0,16.3636,0.395,0.3636,1.7273,0.425,3,4,24,1,0,1,4,0,2,0,7,Southpaw,185.42,198.12,185,2,0,0,24.9583,0.519,0.5833,1.375,0.456,4,11,51,1,0,0,4,6,3,0,13,Orthodox,182.88,187.96,185,38,32,1,0,-1,-6,7,-27,0,-6,-1,2.54,10.16,6,-8.5947,-0.2197,0.3523,neither,S-DEC,3.0,900.0,550.0,155.0,1025.0,475.0,575.0,275.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-0.8490566037735849,24,11,13,0.5416666666644098,0.6363636363578512,-0.09469696969344144,-2,-1,-1,12.953357700000002,6.463622000000001,1.2103000000000002,1.0977025,6.377138200000001,0.6923076923076923,0.2857142857142857,0.4065934065934066,0.4666666666666667,0.8666666666666667,-0.4,0.0,302.7358,0.1769444444437072,0.46878787878361705,-0.2918434343399099,0.0044444444444444444,-0.0037735849056603774
105.0,-125.0,105.0,80.0,2017-11-11,False,Lightweight,MALE,3,0,1,0,29.125,0.348,0.5833,2.625,0.371,4,11,65,0,0,3,5,1,4,0,13,Orthodox,170.18,177.8,155,1,0,0,22.125,0.436,1.2083,1.375,0.415,3,10,49,0,0,1,1,4,7,1,14,Orthodox,177.8,180.34,155,33,35,1,1,1,-1,-1,16,0,-4,-3,-7.62,-2.54,-2,7.0,-0.625,1.25,neither,KO/TKO,1.0,67.0,275.0,140.0,475.0,1050.0,525.0,625.0,1,Punch,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-0.84,24,24,0,0.5833333333309029,0.5416666666644098,0.0416666666664931,-1,1,-2,9.6465,10.135499999999999,1.7789249999999999,1.557175,-0.71075,0.7857142857142857,0.38461538461538464,0.40109890109890106,0.8,0.6666666666666667,0.1333333333333333,0.0,205.0,0.396666666665014,0.3972222222205672,-0.0005555555555531999,0.009523809523809525,-0.008
-125.0,105.0,80.0,105.0,2017-11-11,False,Bantamweight,MALE,3,1,0,0,44.0,0.29,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,135,0,1,0,44.1818,0.435,0.0,0.6364,0.249,3,3,31,3,0,0,3,4,0,1,8,Orthodox,160.02,167.64,135,33,29,-1,-1,-3,-8,2,-28,-3,-5,0,7.62,2.54,4,-0.1818,0.0,-0.6364,Red,S-DEC,3.0,900.0,190.0,165.0,875.0,1100.0,425.0,525.0,0,Not Recorded,1,1,Top 10,Top 10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Blue,-1.1904761904761905,11,1,10,0.7272727272661157,0.0,0.7272727272661157,1,-1,2,19.219083,12.76,0.15846359999999998,0.0,6.3006194,0.5,0.0,0.5,0.8,0.9333333333333333,-0.1333333333333333,205.0,0.0,0.6399999999941819,0.0,0.6399999999941819,-0.008,0.009523809523809525
-170.0,150.0,58.8235,150.0,2017-11-11,False,Women's Strawweight,FEMALE,3,0,1,0,54.3333,0.5,1.3333,0.6667,0.5,1,2,9,0,0,0,0,0,1,0,1,Orthodox,165.1,162.56,115,0,1,0,56.4,0.498,0.0,0.2,0.2,1,3,13,0,0,0,2,0,0,0,2,Orthodox,160.02,162.56,115,32,31,0,0,0,-1,1,-4,0,0,1,5.08,0.0,1,-2.0667,1.3333,0.4667,neither,U-DEC,3.0,900.0,109.0,350.0,2000.0,1000.0,439.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-1.1333333333333333,5,3,2,0.399999999992,0.3333333333222222,0.06666666666977777,1,1,0,28.0872,27.16665,0.04000000000000001,1.66665,2.5472,0.0,1.0,-1.0,0.8666666666666667,0.9333333333333333,-0.06666666666666665,228.8235,0.0,0.3813333333257067,0.34222222221081483,0.03911111111489185,-0.0058823529411764705,0.006666666666666667
245.0,-290.0,245.0,34.4828,2017-11-11,False,Welterweight,MALE,3,1,0,0,52.4286,0.376,0.4286,1.1429,0.404,3,2,19,0,0,2,1,1,1,0,5,Orthodox,185.42,193.04,170,1,0,0,65.0,0.368,0.5,1.9167,0.284,3,5,33,1,0,1,4,0,2,0,7,Orthodox,180.34,190.5,170,32,26,0,0,0,-2,3,-14,-1,1,-1,5.08,2.54,6,-12.5714,-0.0714,-0.7738,neither,U-DEC,3.0,900.0,435.0,-115.0,1320.0,765.0,1125.0,463.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-0.8448275862068966,12,7,5,0.5833333333284723,0.7142857142755102,-0.13095238094703798,-1,-1,0,23.919999999999998,19.713153600000002,1.0443428,0.8903316,4.052835199999997,0.2857142857142857,0.4,-0.11428571428571432,0.8666666666666667,0.7333333333333334,0.1333333333333333,0.0,324.4828,0.42972222221864126,0.4452380952317348,-0.01551587301309354,0.004081632653061225,-0.0034482758620689655
185.0,-255.0,185.0,39.2157,2017-11-11,False,Middleweight,MALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Southpaw,185.42,187.96,205,2,0,0,19.0,0.56,0.0,1.0,0.35,0,2,4,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,185,26,27,2,0,0,0,2,-4,0,0,0,2.54,0.0,-1,-19.0,0.0,-1.0,neither,SUB,1.0,221.0,425.0,272.0,1055.0,1067.0,575.0,150.0,1,Rear Naked Choke,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue,-0.7254901960784313,2,0,2,0.0,0.0,0.0,-2,0,-2,10.64,4.2688,0.35,0.63,6.651200000000001,0.0,0.0,0.0,0.7333333333333334,0.8,-0.06666666666666665,0.0,294.21569999999997,0.0,0.0,0.0,0.005405405405405406,-0.00392156862745098
-120.0,100.0,83.3333,100.0,2017-11-04,True,Middleweight,MALE,5,0,12,0,59.7143,0.56,1.0952,4.1429,0.729,12,2,68,14,0,2,10,5,2,0,19,Orthodox,180.34,193.04,185,0,5,0,56.7778,0.388,0.1852,0.963,0.247,5,7,75,3,0,2,8,10,0,0,20,Orthodox,185.42,190.5,185,38,36,0,7,7,-1,5,-7,11,-5,2,-5.08,2.54,2,2.9365,0.9101,3.1799,Red,SUB,3.0,863.0,250.0,175.0,2700.0,550.0,200.0,500.0,1,Rear Naked Choke,0,1,Unranked,Top 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Blue,-1.2,27,21,6,0.7407407407379973,0.9047619047575964,-0.1640211640195991,5,12,-7,22.0297864,33.440008000000006,0.423061,4.1153740999999995,-7.717908500000007,0.5,0.3684210526315789,0.13157894736842107,0.4666666666666667,0.6,-0.1333333333333333,203.3333,0.0,0.5185185185165981,1.1942857142800274,-0.6757671957634293,-0.008333333333333333,0.01
-210.0,175.0,47.619,175.0,2017-11-04,True,Bantamweight,MALE,5,0,2,0,72.2308,0.406,0.9231,1.6154,0.368,4,3,39,5,0,0,4,5,1,0,10,Orthodox,167.64,170.18,125,0,6,0,37.5,0.372,0.0,0.8333,0.18,6,0,14,1,0,0,2,4,0,0,6,Orthodox,172.72,165.1,135,26,31,0,-4,-2,4,-3,25,4,1,1,-5.08,5.08,-5,34.7308,0.9231,0.7821,Red,KO/TKO,2.0,461.0,190.0,250.0,1800.0,1050.0,170.0,700.0,1,Punch,1,1,Top 10,Top 10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,Blue,-1.2,6,13,-7,0.9999999999833333,0.7692307692248521,0.23076923075848121,6,2,4,13.95,29.325704800000004,0.149994,1.5175672,-14.008131600000006,0.6666666666666666,0.6,0.06666666666666665,0.7333333333333334,0.9333333333333333,-0.19999999999999996,257.619,0.0,1.1733333333137779,0.8615384615318344,0.31179487178194343,-0.004761904761904762,0.005714285714285714
-700.0,500.0,14.2857,500.0,2017-11-04,True,Women's Strawweight,FEMALE,5,0,1,0,43.5,0.46,1.0,2.5,0.66,3,2,17,1,0,0,1,0,3,0,4,Orthodox,165.1,165.1,115,0,8,0,131.875,0.475,0.0,0.25,0.188,8,0,31,6,0,1,5,2,0,0,8,Orthodox,167.64,165.1,125,30,25,0,-7,-5,-4,-2,-14,-5,-2,3,-2.54,0.0,5,-88.375,1.0,2.25,Red,KO/TKO,1.0,183.0,-130.0,1200.0,1600.0,800.0,115.0,2000.0,1,Punch,1,1,Top 10,Top 10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,Blue,-1.4,8,6,2,0.9999999999875,0.6666666666555555,0.3333333333319445,8,1,7,62.640625,20.01,0.047,2.6500000000000004,45.233625,0.25,0.75,-0.5,1.0,0.6666666666666667,0.33333333333333326,714.2857,0.0,1.7999999999775,0.48888888888074084,1.3111111110967593,-0.0014285714285714286,0.002
