RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BetterRank,Finish,FinishRound,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,FinishDetails_present,FinishDetails_clean,BMatchWCRank_present,RMatchWCRank_present,BMatchWCRank_cat,RMatchWCRank_cat,BWFeatherweightRank_present,RWFeatherweightRank_present,BPFPRank_present,BWFlyweightRank_present,RWFlyweightRank_present,BWStrawweightRank_present,BWBantamweightRank_present,BWelterweightRank_present,BBantamweightRank_present,BLightHeavyweightRank_present,BLightweightRank_present,BFeatherweightRank_present,BFlyweightRank_present,BMiddleweightRank_present,RWStrawweightRank_present,BHeavyweightRank_present,RWBantamweightRank_present,RFeatherweightRank_present,RBantamweightRank_present,RMiddleweightRank_present,RLightHeavyweightRank_present,RLightweightRank_present,RHeavyweightRank_present,RFlyweightRank_present,RWelterweightRank_present,RPFPRank_present,blue_has_any_rank,red_has_any_rank,Winner
-250.0,230.0,40.0,230.0,2011-01-22,False,Featherweight,MALE,3,1,0,0,29.3333,0.217,0.0,0.3333,0.333,1,2,8,0,0,1,0,0,0,0,1,Orthodox,185.42,182.88,135,0,2,0,32.5,0.32,0.5,0.0,0.0,2,0,5,0,0,0,1,0,1,0,2,Orthodox,172.72,172.72,145,28,29,-1,-2,-1,-1,-2,3,0,0,-1,12.7,10.16,-1,-3.1667,-0.5,0.3333,neither,KO/TKO,1.0,88.0,250.0,350.0,750.0,1000.0,420.0,525.0,1,Punch,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
-305.0,240.0,32.7869,240.0,2021-10-30,True,Bantamweight,MALE,5,1,0,0,5.02,0.44,0.3,1.19,0.32,5,2,20,0,0,1,1,4,1,0,7,Switch,180.34,177.8,135,1,0,0,5.14,0.53,0.1,1.73,0.51,7,1,24,3,0,0,3,4,0,0,7,Switch,170.18,170.18,135,28,29,0,0,-2,0,1,-4,-3,0,1,10.16,7.62,1,-0.12,0.2,-0.54,Red,U-DEC,5.0,1500.0,165.0,380.0,1000.0,1200.0,200.0,600.0,0,Not Recorded,1,1,Top 10,Top 10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,Red
-105.0,-115.0,95.2381,86.9565,2019-09-14,False,Light Heavyweight,MALE,3,0,2,0,4.56,0.57,2.3,0.58,1.0,2,0,4,0,0,0,0,1,1,0,2,Orthodox,187.96,187.96,205,1,0,0,4.18,0.52,2.4,4.42,0.57,4,3,11,0,0,0,0,1,4,0,5,Orthodox,190.5,195.58,205,32,23,1,2,-2,-3,3,-7,0,0,-3,-2.54,-7.62,9,0.38,-0.1,-3.84,Red,SUB,1.0,218.0,500.0,600.0,240.0,800.0,700.0,175.0,1,Peruvian Necktie,0,1,Unranked,Rank 11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Red
-390.0,320.0,25.641,320.0,2019-09-07,False,Welterweight,MALE,3,0,1,0,3.13,0.36,0.0,0.82,0.5,1,0,2,0,0,0,0,1,0,0,1,Southpaw,177.8,185.42,170,0,1,0,4.37,0.41,0.2,2.15,0.31,4,3,25,0,0,1,4,1,0,0,6,Orthodox,180.34,182.88,170,31,29,0,0,-3,-5,3,-23,0,0,0,-2.54,2.54,2,-1.24,-0.2,-1.33,neither,SUB,3.0,715.0,-175.0,800.0,765.0,1275.0,600.0,600.0,1,Rear Naked Choke,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
-290.0,230.0,34.4828,230.0,2022-05-14,False,Bantamweight,MALE,3,1,0,0,4.67,0.47,1.8,1.69,0.35,4,8,34,0,0,0,2,4,2,0,8,Orthodox,175.26,172.72,135,2,0,0,4.77,0.42,0.2,1.26,0.41,3,5,23,1,0,1,1,2,0,0,4,Orthodox,172.72,175.26,135,36,30,-1,0,1,4,3,11,-1,2,2,2.54,-2.54,-6,-0.1,1.6,0.43,neither,KO/TKO,3.0,649.0,350.0,650.0,700.0,650.0,-110.0,900.0,1,Punches,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
-260.0,240.0,38.4615,240.0,2012-11-10,False,Middleweight,MALE,3,1,0,0,1.0,0.16,1.0,2.0,0.5,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,185,1,0,0,65.3333,0.433,0.0,3.0,0.387,1,2,9,0,0,0,1,0,0,0,1,Southpaw,182.88,185.42,185,31,30,0,0,-1,-1,1,-6,0,0,0,0.0,5.08,1,-64.3333,1.0,-1.0,neither,U-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
-135.0,125.0,74.0741,125.0,2013-12-14,True,Flyweight,MALE,5,0,3,0,44.2857,0.347,0.4286,1.1429,0.213,3,1,19,1,0,0,3,3,0,0,6,Southpaw,162.56,165.1,125,0,4,0,68.75,0.509,0.375,5.0,0.488,4,2,32,4,0,1,4,0,1,0,6,Orthodox,160.02,167.64,125,27,29,0,-1,-1,0,1,-13,-3,3,-1,2.54,-2.54,-2,-24.4643,0.0536,-3.8571,Red,KO/TKO,1.0,128.0,-110.0,360.0,1050.0,800.0,1100.0,325.0,1,Punch,1,1,Top 10,Top 10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,Red
-320.0,260.0,31.25,260.0,2011-06-26,False,Lightweight,MALE,3,0,1,0,31.5,0.435,1.0,2.5,0.45,1,1,6,0,0,0,1,0,0,0,1,Orthodox,182.88,185.42,155,1,0,0,13.1111,0.504,2.0,1.7778,0.591,3,3,16,0,0,0,0,2,4,0,6,Orthodox,177.8,180.34,155,27,30,1,1,-2,-5,2,-10,0,-2,-4,5.08,5.08,-3,18.3889,-1.0,0.7222,neither,SUB,1.0,118.0,250.0,350.0,750.0,1000.0,420.0,525.0,1,Kimura,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
111.0,-137.0,111.0,72.9927,2020-10-03,False,Welterweight,MALE,3,2,0,0,4.86,0.35,0.4,1.71,0.21,3,8,45,1,0,1,5,0,2,0,8,Orthodox,180.34,190.5,170,5,0,0,3.56,0.39,1.2,0.58,0.55,5,10,57,7,0,1,1,6,4,0,12,Orthodox,187.96,190.5,170,36,35,-3,0,-2,-4,-2,-12,-6,-6,-2,-7.62,0.0,-1,1.3,-0.8,1.13,neither,U-DEC,3.0,900.0,260.0,150.0,700.0,1000.0,600.0,900.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
124.0,-146.0,124.0,68.4932,2023-03-11,False,Heavyweight,MALE,3,1,0,0,3.94,0.52,0.8,4.17,0.54,5,1,12,0,0,1,0,1,3,0,5,Southpaw,187.96,190.5,262,0,1,0,5.13,0.57,0.2,0.45,0.63,4,4,38,0,0,1,3,5,0,0,9,Orthodox,200.66,203.2,250,34,32,1,-1,1,-4,-3,-26,0,-4,3,-12.7,-12.7,-2,-1.19,0.6,3.72,Red,KO/TKO,1.0,136.0,420.0,460.0,1800.0,240.0,310.0,420.0,1,Punches,1,1,Rank 11-25,Top 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,Red
160.0,-190.0,160.0,52.6316,2022-11-12,False,Featherweight,MALE,3,2,0,0,3.51,0.39,0.0,0.86,0.54,3,4,18,0,0,0,2,1,0,0,3,Orthodox,182.88,187.96,145,2,0,0,3.63,0.53,0.5,0.36,0.66,2,3,17,1,0,2,1,0,0,0,3,Orthodox,180.34,180.34,145,30,30,0,0,1,0,1,1,-1,1,0,2.54,7.62,0,-0.12,-0.5,0.5,neither,KO/TKO,1.0,291.0,250.0,150.0,1100.0,1400.0,1100.0,250.0,1,Punch,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
165.0,-190.0,165.0,52.6316,2019-03-16,False,Lightweight,MALE,3,1,0,0,23.1667,0.352,0.5,0.3333,0.167,2,2,11,0,0,0,1,1,2,0,4,Orthodox,177.8,185.42,155,2,0,0,27.4,0.416,0.0,1.4,0.292,3,2,12,0,0,0,1,2,0,0,3,Orthodox,177.8,185.42,155,25,31,1,0,-1,1,0,-1,0,-1,2,0.0,0.0,-6,-4.2333,0.5,-1.0667,neither,U-DEC,3.0,900.0,385.0,215.0,1550.0,250.0,350.0,400.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
130.0,-155.0,130.0,64.5161,2021-07-24,False,Featherweight,MALE,3,0,2,0,2.96,0.66,4.0,3.11,0.7,2,2,7,0,0,0,1,0,1,0,2,Orthodox,170.18,175.26,145,0,1,0,3.46,0.38,1.1,2.67,0.33,6,8,60,0,0,2,8,3,2,0,15,Orthodox,177.8,180.34,145,37,31,0,1,-4,-13,-6,-53,0,-3,-1,-7.62,-5.08,-6,-0.5,2.9,0.44,neither,KO/TKO,2.0,528.0,275.0,250.0,600.0,240.0,800.0,600.0,1,Punches,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
-155.0,-155.0,64.5161,64.5161,2020-05-16,False,Welterweight,MALE,3,1,0,0,3.81,0.54,1.5,1.6,0.47,7,11,56,0,0,0,0,0,0,0,15,Orthodox,182.88,190.5,170,0,2,0,4.78,0.56,1.1,0.54,0.33,2,0,2,0,0,0,0,0,0,0,2,Orthodox,187.96,187.96,170,27,39,1,-2,5,13,11,54,0,0,0,-5.08,2.54,12,-0.97,0.4,1.06,neither,KO/TKO,2.0,318.0,430.0,450.0,850.0,1350.0,170.0,245.0,1,Punch,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
-355.0,320.0,28.169,320.0,2012-10-13,False,Light Heavyweight,MALE,3,1,0,0,2.0,0.12,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,182.88,187.96,205,2,0,0,35.8571,0.471,0.5714,2.1429,0.469,5,2,18,0,0,0,3,0,2,0,5,Orthodox,187.96,200.66,205,28,25,1,0,-5,-5,1,-17,0,0,-2,-5.08,-12.7,3,-33.8571,-0.5714,-2.1429,neither,SUB,2.0,569.0,210.0,1117.0,170.0,1265.0,527.0,450.0,1,Anaconda Choke,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
-150.0,130.0,66.6667,130.0,2023-03-04,False,Lightweight,MALE,3,0,5,0,5.6,0.48,1.1,0.79,0.55,5,2,14,0,0,0,0,4,3,0,7,Southpaw,190.5,195.58,155,1,0,0,3.23,0.5,0.1,5.25,0.35,4,2,16,0,0,0,1,2,1,0,4,Southpaw,177.8,177.8,155,32,27,-1,5,1,3,0,-2,0,2,2,12.7,17.78,-5,2.37,1.0,-4.46,Red,S-DEC,3.0,900.0,240.0,600.0,270.0,1000.0,420.0,470.0,0,Not Recorded,1,1,Top 10,Top 10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,Red
-135.0,115.0,74.0741,115.0,2019-05-11,False,Welterweight,MALE,3,1,0,0,30.1667,0.463,0.4167,1.0833,0.363,4,4,31,1,0,2,2,1,3,0,8,Orthodox,182.88,182.88,170,1,0,0,31.5556,0.466,0.6667,0.8889,0.4,4,3,22,1,0,0,2,0,3,1,6,Orthodox,180.34,182.88,170,28,36,0,0,0,2,-1,9,0,0,0,2.54,0.0,-8,-1.3889,-0.25,0.1944,neither,KO/TKO,3.0,853.0,150.0,285.0,1200.0,387.0,600.0,1275.0,1,Punch,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
100.0,-120.0,100.0,83.3333,2022-04-16,False,Middleweight,MALE,3,0,1,0,1.8,0.39,0.5,1.35,0.3,1,0,1,0,0,0,0,0,1,0,1,Switch,185.42,180.34,170,0,2,0,3.61,0.6,0.5,1.56,0.6,2,0,4,0,0,0,1,1,0,0,2,Southpaw,185.42,190.5,185,29,29,0,-1,-1,-1,0,-3,0,-1,1,0.0,-10.16,0,-1.81,0.0,-0.21,neither,U-DEC,3.0,836.0,300.0,275.0,600.0,550.0,400.0,300.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
140.0,-150.0,140.0,66.6667,2012-06-22,False,Bantamweight,MALE,3,0,1,0,4.5,0.48,0.5,0.5,0.5,1,1,2,0,0,0,0,0,1,0,1,Orthodox,175.26,187.96,135,0,1,0,12.5,0.5,0.5,1.0,0.5,1,1,2,0,0,0,0,0,1,0,1,Orthodox,172.72,180.34,135,29,24,0,0,0,0,0,0,0,0,0,2.54,7.62,5,-8.0,0.0,-0.5,neither,S-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
-235.0,195.0,42.5532,195.0,2015-07-18,False,Light Heavyweight,MALE,3,1,0,0,38.5,0.64,0.0,2.0,0.56,1,1,5,0,0,1,0,0,0,0,1,Orthodox,190.5,185.42,205,1,0,0,9.0,0.25,0.5,0.75,0.583,2,2,6,0,0,0,0,1,1,0,2,Orthodox,177.8,185.42,205,31,28,0,0,-1,-1,1,-1,0,-1,-1,12.7,0.0,3,29.5,-0.5,1.25,neither,KO/TKO,1.0,56.0,257.0,463.0,425.0,914.0,160.0,610.0,1,Punch,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
-150.0,130.0,66.6667,130.0,2023-07-01,False,Featherweight,MALE,3,0,0,0,1.68,0.33,8.4,1.68,0.16,0,0,0,0,0,0,0,0,0,0,0,Southpaw,185.42,185.42,145,0,2,0,3.35,0.51,0.6,3.11,0.76,2,1,8,0,0,0,1,1,1,0,3,Orthodox,172.72,182.88,145,28,34,0,-2,-2,-3,-1,-8,0,-1,-1,12.7,2.54,6,-1.67,7.8,-1.43,neither,KO/TKO,1.0,174.0,250.0,350.0,750.0,1000.0,420.0,525.0,1,Punches,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
190.0,-230.0,190.0,43.4783,2024-07-20,False,Featherweight,MALE,3,1,0,0,5.88,0.51,0.1,1.03,0.5,2,5,26,0,0,0,3,1,1,0,5,Switch,182.88,185.42,145,3,0,1,4.41,0.53,0.8,0.75,0.37,3,3,13,0,0,0,0,3,0,0,3,Orthodox,177.8,177.8,145,33,35,-2,0,-1,2,2,13,0,-2,1,5.08,7.62,2,1.47,-0.7,0.28,neither,KO/TKO,2.0,518.0,800.0,140.0,1800.0,450.0,200.0,550.0,1,Punch,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
-185.0,160.0,54.0541,160.0,2018-05-12,False,Lightweight,MALE,3,0,3,0,39.0,0.37,0.0,1.0,0.212,3,1,15,0,0,0,4,0,0,0,4,Southpaw,167.64,167.64,155,0,1,0,45.0,0.36,0.5,2.5,0.275,1,1,6,0,0,0,0,0,1,0,1,Orthodox,167.64,177.8,155,31,34,0,2,2,3,0,9,0,0,-1,0.0,-10.16,-3,-6.0,-0.5,-1.5,neither,SUB,1.0,255.0,180.0,160.0,345.0,1400.0,900.0,1200.0,1,Rear Naked Choke,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
-315.0,235.0,31.746,235.0,2020-06-27,False,Welterweight,MALE,3,0,1,0,2.22,0.43,2.7,1.5,0.38,3,2,13,0,0,0,1,0,4,0,5,Switch,187.96,187.96,170,2,0,0,4.27,0.47,0.0,0.61,0.41,2,6,27,0,0,1,1,4,0,0,6,Orthodox,177.8,180.34,170,28,28,-2,1,1,-1,-4,-14,0,-4,4,10.16,7.62,0,-2.05,2.7,0.89,neither,U-DEC,3.0,900.0,375.0,650.0,1700.0,325.0,-170.0,750.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
-210.0,190.0,47.619,190.0,2014-09-13,False,Lightweight,MALE,3,3,0,0,29.0,0.367,1.0,1.1429,0.267,2,4,19,1,0,0,2,1,0,0,3,Orthodox,175.26,177.8,155,1,0,0,24.0,0.41,0.5,0.5,0.07,1,1,5,1,0,0,0,0,1,0,1,Orthodox,182.88,190.5,155,34,28,-2,0,1,2,-3,14,0,1,-1,-7.62,-12.7,6,5.0,0.5,0.6429,neither,U-DEC,3.0,900.0,167.0,240.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
-105.0,-115.0,95.2381,86.9565,2022-02-26,False,Lightweight,MALE,3,0,2,0,2.7,0.48,0.2,0.81,0.23,2,1,9,0,1,0,1,0,0,0,2,Orthodox,185.42,190.5,155,0,1,0,4.53,0.5,1.0,3.45,0.36,1,1,3,0,0,0,0,1,0,0,1,Switch,177.8,185.42,155,27,24,0,1,1,1,0,6,0,-1,0,7.62,5.08,-3,-1.83,-0.8,-2.64,neither,SUB,1.0,131.0,450.0,300.0,700.0,800.0,225.0,250.0,1,Rear Naked Choke,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
-150.0,130.0,66.6667,130.0,2024-08-10,False,Heavyweight,MALE,3,0,4,0,2.68,0.48,0.2,4.2,0.48,4,0,12,0,0,0,4,0,0,0,4,Orthodox,190.5,200.66,235,0,2,0,4.09,0.53,0.0,0.0,0.0,2,0,3,0,0,0,0,2,0,0,2,Orthodox,193.04,200.66,254,33,34,0,2,2,2,0,9,0,-2,0,-2.54,0.0,1,-1.41,0.2,4.2,neither,U-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
-230.0,210.0,43.4783,210.0,2012-09-29,False,Welterweight,MALE,3,0,1,0,57.5556,0.418,0.3333,0.5556,0.259,2,3,22,1,0,1,3,1,1,0,6,Orthodox,177.8,187.96,170,0,1,0,26.5556,0.336,0.3333,0.3333,0.194,4,4,23,1,0,2,1,2,0,0,5,Orthodox,182.88,187.96,170,30,32,0,0,-2,1,1,-1,0,-1,1,-5.08,0.0,-2,31.0,0.0,0.2222,neither,U-DEC,3.0,900.0,214.0,280.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
-141.0,112.0,80.0,100.0,2020-07-15,False,Flyweight,MALE,3,1,0,0,2.8,0.4,0.2,0.2,0.16,1,4,17,0,0,1,0,2,0,0,3,Orthodox,165.1,172.72,125,3,0,0,3.41,0.46,1.2,4.31,0.55,2,9,33,1,0,0,3,0,1,0,4,Southpaw,170.18,167.64,125,33,30,-2,0,-1,-1,-5,-16,-1,2,-1,-5.08,5.08,-3,-0.61,-1.0,-4.11,Red,U-DEC,3.0,900.0,160.0,275.0,300.0,700.0,1000.0,350.0,0,Not Recorded,0,1,Unranked,Rank 11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Red
-192.0,177.0,52.0833,177.0,2012-01-14,False,Featherweight,MALE,3,0,1,0,30.4,0.384,1.6,1.4,0.48,1,4,15,0,0,0,1,0,0,0,1,Orthodox,167.64,172.72,145,0,1,0,22.0,0.42,0.0,6.0,1.0,1,0,3,0,0,0,1,0,0,0,1,Southpaw,175.26,180.34,135,31,36,0,0,0,0,-4,12,0,0,0,-7.62,-7.62,-5,8.4,1.6,-4.6,neither,U-DEC,3.0,900.0,250.0,350.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
-135.0,125.0,74.0741,125.0,2014-08-16,False,Featherweight,MALE,3,0,2,0,46.3333,0.457,0.0,0.6667,0.5,2,2,16,0,0,1,1,2,0,0,4,Orthodox,172.72,180.34,145,0,1,0,19.1429,0.431,1.0,2.2857,0.479,2,6,32,0,0,0,4,1,3,0,8,Orthodox,170.18,172.72,145,29,28,0,1,0,-4,4,-16,0,1,-3,2.54,7.62,1,27.1905,-1.0,-1.619,neither,SUB,1.0,267.0,-124.0,624.0,1480.0,2320.0,365.0,205.0,1,Rear Naked Choke,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
-235.0,215.0,42.5532,215.0,2012-12-14,False,Welterweight,MALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,172.72,170,0,0,0,15.6667,0.46,0.3333,1.03,0.338,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,170,31,27,0,0,0,0,0,0,0,0,0,-5.08,-17.78,4,0.0,0.0,0.0,neither,U-DEC,3.0,900.0,226.0,380.0,750.0,1000.0,420.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
-125.0,-105.0,80.0,95.2381,2021-02-20,False,Middleweight,MALE,3,1,0,0,4.17,0.61,2.0,0.5,0.12,1,1,0,0,0,0,0,0,0,0,1,Orthodox,190.5,190.5,185,0,4,0,3.44,0.58,0.4,2.7,0.38,4,1,1,0,0,0,0,0,0,0,4,Orthodox,182.88,195.58,185,32,25,1,-4,-3,-3,0,-1,0,0,0,7.62,-5.08,-7,0.73,1.6,-2.2,neither,M-DEC,3.0,900.0,600.0,375.0,1200.0,475.0,125.0,425.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
-860.0,675.0,11.6279,675.0,2014-12-20,False,Middleweight,MALE,5,0,2,0,21.6429,0.473,0.6429,2.0714,0.482,3,5,27,1,0,1,4,2,2,0,9,Orthodox,187.96,193.04,185,1,0,0,32.4444,0.534,0.4444,0.7778,0.342,8,5,49,5,0,1,6,5,1,0,13,Southpaw,185.42,187.96,185,36,31,1,2,-5,-4,0,-22,-4,-3,1,2.54,5.08,5,-10.8016,0.1984,1.2937,Red,KO/TKO,1.0,62.0,270.0,1125.0,1310.0,2050.0,-190.0,1650.0,1,Kick,1,1,Top 10,Top 10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,Red
-275.0,235.0,36.3636,235.0,2011-02-05,False,Lightweight,MALE,3,0,1,0,37.875,0.368,1.0,1.125,0.583,2,3,20,0,0,0,3,1,1,0,5,Orthodox,175.26,177.8,155,0,0,0,15.6667,0.46,0.3333,1.03,0.338,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,155,27,26,0,1,2,5,-3,20,0,1,1,-10.16,-7.62,1,37.875,1.0,1.125,neither,SUB,2.0,528.0,250.0,350.0,750.0,1000.0,420.0,525.0,1,Rear Naked Choke,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
-270.0,248.0,37.037,248.0,2014-02-22,False,Bantamweight,MALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,165.1,135,0,5,0,34.5,0.433,0.3333,1.0,0.162,5,1,14,0,0,1,2,1,1,0,5,Orthodox,165.1,167.64,135,31,27,0,-5,-5,-5,1,-14,0,-1,-1,2.54,-2.54,4,-34.5,-0.3333,-1.0,Red,U-DEC,3.0,900.0,100.0,343.0,485.0,1350.0,425.0,1925.0,0,Not Recorded,0,1,Unranked,Top 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Red
-140.0,120.0,71.4286,120.0,2019-06-22,False,Bantamweight,MALE,3,1,0,0,2.7,0.26,0.5,1.0,0.2,0,1,3,0,0,0,0,0,0,0,0,Orthodox,165.1,177.8,135,1,0,0,3.74,0.4,0.0,0.21,0.5,1,1,6,0,0,1,0,0,0,0,1,Southpaw,172.72,190.5,135,31,33,0,0,-1,-1,0,-3,0,0,0,-7.62,-12.7,-2,-1.04,0.5,0.79,neither,U-DEC,3.0,900.0,275.0,300.0,1000.0,300.0,325.0,800.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red
