RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BetterRank,Finish,FinishRound,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,FinishDetails_present,FinishDetails_clean,BMatchWCRank_present,RMatchWCRank_present,BMatchWCRank_cat,RMatchWCRank_cat,BWFeatherweightRank_present,RWFeatherweightRank_present,BPFPRank_present,BWFlyweightRank_present,RWFlyweightRank_present,BWStrawweightRank_present,BWBantamweightRank_present,BWelterweightRank_present,BBantamweightRank_present,BLightHeavyweightRank_present,BLightweightRank_present,BFeatherweightRank_present,BFlyweightRank_present,BMiddleweightRank_present,RWStrawweightRank_present,BHeavyweightRank_present,RWBantamweightRank_present,RFeatherweightRank_present,RBantamweightRank_present,RMiddleweightRank_present,RLightHeavyweightRank_present,RLightweightRank_present,RHeavyweightRank_present,RFlyweightRank_present,RWelterweightRank_present,RPFPRank_present,blue_has_any_rank,red_has_any_rank,Winner
145.0,-165.0,145.0,60.6061,2017-02-19,False,Middleweight,MALE,3,2,0,0,16.5556,0.423,0.0,0.1111,0.056,4,4,13,0,0,0,1,4,0,0,5,Orthodox,187.96,193.04,205,0,1,0,42.0,0.46,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,182.88,185.42,185,27,33,-2,-1,3,4,-4,11,0,3,0,5.08,7.62,-6,-25.4444,0.0,0.1111,neither,KO/TKO,2.0,441.0,875.0,545.0,945.0,1325.0,245.0,112.0,1,Kick,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
100.0,-130.0,100.0,76.9231,2017-02-11,True,Women's Featherweight,FEMALE,5,0,2,0,24.5,0.43,0.0,0.0,0.0,2,1,7,0,0,1,0,2,0,0,3,Orthodox,175.26,180.34,135,2,0,0,52.0,0.386,0.0,0.4,0.4,3,2,18,2,0,1,1,1,0,0,3,Southpaw,172.72,175.26,145,35,32,2,2,-1,0,1,-11,-2,1,0,2.54,5.08,3,-27.5,0.0,-0.4,neither,U-DEC,5.0,1500.0,230.0,250.0,1000.0,1250.0,400.0,250.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,Blue
-145.0,115.0,68.9655,115.0,2017-02-11,False,Welterweight,MALE,3,1,0,0,48.6667,0.373,0.0,1.6667,0.333,1,2,7,0,0,0,0,1,0,0,1,Orthodox,180.34,182.88,170,0,2,0,28.0,0.468,0.75,0.75,0.395,2,1,10,0,0,0,1,1,1,0,3,Orthodox,190.5,198.12,170,26,28,-1,-2,-1,-2,-1,-3,0,0,-1,-10.16,-15.24,-2,20.6667,-0.75,0.9167,neither,U-DEC,3.0,900.0,247.0,200.0,560.0,900.0,390.0,745.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
270.0,-330.0,270.0,30.303,2017-02-11,False,Lightweight,MALE,3,0,1,0,16.0,0.51,1.0,2.3333,0.533,1,1,6,0,0,0,1,0,1,0,2,Orthodox,177.8,177.8,155,0,2,0,41.8824,0.532,1.1765,3.4706,0.369,4,6,46,0,0,2,6,2,1,0,11,Orthodox,172.72,172.72,155,32,25,0,-1,-3,-9,5,-40,0,-2,0,5.08,5.08,7,-25.8824,-0.1765,-1.1373,neither,U-DEC,3.0,900.0,390.0,-125.0,1363.0,575.0,1200.0,540.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-185.0,160.0,54.0541,160.0,2017-02-04,False,Featherweight,MALE,5,1,0,0,31.75,0.38,1.0,1.25,0.375,3,1,11,1,0,0,0,1,2,0,3,Orthodox,170.18,182.88,145,0,2,0,47.75,0.448,1.0,3.1667,0.463,7,3,29,1,0,2,4,1,2,0,9,Orthodox,167.64,167.64,155,30,29,-1,-2,-4,-6,2,-18,0,0,0,2.54,15.24,1,-16.0,0.0,-1.9167,Red,KO/TKO,1.0,149.0,155.0,550.0,700.0,400.0,350.0,675.0,1,Punch,0,1,Unranked,Top 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Blue
-380.0,315.0,26.3158,315.0,2017-02-04,False,Women's Strawweight,FEMALE,3,0,1,0,16.3333,0.53,1.6667,0.6667,0.667,1,1,6,0,0,0,0,0,2,0,2,Orthodox,162.56,165.1,115,0,1,0,65.0,0.48,0.0,1.0,0.5,1,0,3,0,0,0,1,0,0,0,1,Orthodox,165.1,167.64,115,23,32,0,0,0,1,-1,3,0,0,2,-2.54,-2.54,-9,-48.6667,1.6667,-0.3333,Red,U-DEC,3.0,900.0,-120.0,550.0,900.0,600.0,350.0,1350.0,0,Not Recorded,0,1,Unranked,Rank 11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Blue
115.0,-135.0,115.0,74.0741,2017-02-04,False,Lightweight,MALE,3,1,0,0,38.3333,0.307,0.3333,0.0,0.0,5,1,12,0,0,0,3,0,2,0,5,Orthodox,190.5,193.04,155,0,3,0,25.8889,0.377,0.3333,1.4444,0.581,3,3,18,0,0,0,1,3,1,0,6,Orthodox,172.72,177.8,155,33,29,-1,-3,2,-1,2,-6,0,-3,1,17.78,15.24,4,12.4444,0.0,-1.4444,neither,SUB,3.0,649.0,500.0,335.0,800.0,300.0,200.0,475.0,1,D'Arce Choke,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-420.0,335.0,23.8095,335.0,2017-02-04,False,Light Heavyweight,MALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,190.5,205,2,0,0,24.5455,0.503,0.1818,0.7273,0.333,4,4,27,1,1,0,1,4,1,0,7,Southpaw,190.5,203.2,205,33,27,2,0,-4,-7,4,-27,-1,-4,-1,-2.54,-12.7,6,-24.5455,-0.1818,-0.7273,Red,S-DEC,3.0,900.0,335.0,775.0,325.0,1350.0,110.0,485.0,0,Not Recorded,0,1,Unranked,Top 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Blue
-270.0,230.0,37.037,230.0,2017-02-04,False,Heavyweight,MALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,205,1,0,0,28.5714,0.511,0.0,1.2857,0.297,1,4,12,0,0,0,1,2,0,0,3,Orthodox,195.58,193.04,260,36,31,1,0,-1,-3,4,-12,0,-2,0,-10.16,-5.08,5,-28.5714,0.0,-1.2857,neither,KO/TKO,1.0,190.0,275.0,600.0,1150.0,400.0,110.0,725.0,1,Punch,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
145.0,-185.0,145.0,54.0541,2017-02-04,False,Light Heavyweight,MALE,3,2,0,0,8.5,0.465,0.0,0.0,0.0,0,2,4,1,0,0,0,0,0,0,0,Southpaw,185.42,193.04,205,1,0,0,6.0,0.42,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,205,32,26,-1,0,0,0,-1,3,1,0,0,0.0,2.54,6,2.5,0.0,0.0,neither,KO/TKO,1.0,52.0,730.0,350.0,345.0,1000.0,610.0,525.0,1,Knees,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-175.0,155.0,57.1429,155.0,2017-01-28,False,Welterweight,MALE,3,0,2,0,56.5,0.509,0.5833,1.25,0.413,3,4,33,0,0,0,5,2,1,0,8,Orthodox,180.34,187.96,170,0,4,0,43.8696,0.493,0.4348,0.7391,0.324,8,4,48,1,0,0,6,8,5,0,19,Orthodox,185.42,185.42,155,33,32,0,-2,-5,-11,0,-15,-1,-6,-4,-5.08,2.54,1,12.6304,0.1486,0.5109,Red,KO/TKO,2.0,360.0,170.0,250.0,575.0,1100.0,450.0,625.0,1,Punches,1,1,Rank 11-25,Top 10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,Blue
335.0,-420.0,335.0,23.8095,2017-01-28,False,Heavyweight,MALE,3,0,4,0,17.5,0.593,0.25,0.0,0.0,4,0,6,0,0,0,0,2,1,1,4,Orthodox,193.04,210.82,250,3,0,0,22.2381,0.463,0.2381,0.1429,0.119,7,7,40,5,0,1,2,9,2,0,14,Orthodox,190.5,195.58,240,37,30,3,4,-3,-10,7,-34,-5,-6,-1,2.54,15.24,7,-4.7381,0.0119,-0.1429,Red,KO/TKO,1.0,92.0,1000.0,700.0,1500.0,900.0,550.0,-200.0,1,Punch,1,1,Top 10,Top 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,Blue
115.0,-135.0,115.0,74.0741,2017-01-28,False,Featherweight,MALE,3,0,2,0,54.3333,0.433,1.6667,1.6667,0.267,2,1,9,0,0,1,1,0,0,0,2,Orthodox,177.8,180.34,145,1,0,0,47.4,0.462,0.8,0.6,0.289,2,8,41,0,0,2,3,0,2,0,7,Southpaw,177.8,185.42,145,28,24,1,2,0,-5,7,-32,0,0,-2,0.0,-5.08,4,6.9333,0.8667,1.0667,neither,SUB,2.0,561.0,210.0,170.0,850.0,400.0,900.0,675.0,1,Rear Naked Choke,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
120.0,-140.0,120.0,71.4286,2017-01-28,False,Middleweight,MALE,3,0,3,0,28.6667,0.538,0.1111,0.0,0.0,3,3,16,0,0,0,1,4,1,0,6,Southpaw,187.96,190.5,205,0,1,0,23.3636,0.524,0.6364,1.4091,0.452,4,9,45,1,0,0,4,6,3,0,13,Orthodox,182.88,187.96,185,37,30,0,2,-1,-7,6,-29,-1,-2,-2,5.08,2.54,7,5.303,-0.5253,-1.4091,neither,U-DEC,3.0,900.0,325.0,425.0,635.0,800.0,500.0,140.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
110.0,-130.0,110.0,76.9231,2017-01-28,False,Welterweight,MALE,3,0,1,0,40.4,0.392,0.0,1.2,0.516,1,2,11,0,0,1,0,2,0,0,3,Orthodox,182.88,180.34,170,0,0,0,15.6667,0.46,0.3333,1.03,0.338,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,170,26,28,0,1,1,3,-2,11,0,2,0,0.0,-7.62,-2,40.4,0.0,1.2,neither,U-DEC,3.0,900.0,340.0,253.0,950.0,750.0,285.0,332.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
165.0,-190.0,165.0,52.6316,2017-01-28,False,Light Heavyweight,MALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,200.66,205,1,0,0,47.0,0.607,0.3333,0.3333,0.11,2,1,6,0,0,0,0,1,1,0,2,Orthodox,190.5,193.04,205,27,28,1,0,-2,-2,1,-6,0,-1,-1,-2.54,7.62,-1,-47.0,-0.3333,-0.3333,neither,U-DEC,3.0,900.0,950.0,220.0,621.0,235.0,320.0,541.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-135.0,115.0,74.0741,115.0,2017-01-15,False,Welterweight,MALE,3,1,0,0,27.6364,0.606,0.8182,0.1818,0.182,3,4,22,0,0,1,1,2,3,0,7,Orthodox,187.96,195.58,170,0,1,0,66.0,0.373,0.5455,2.0,0.28,3,4,30,1,0,1,4,0,2,0,7,Orthodox,180.34,190.5,170,32,33,-1,-1,0,0,0,-8,-1,2,1,7.62,5.08,-1,-38.3636,0.2727,-1.8182,neither,U-DEC,3.0,900.0,190.0,275.0,750.0,500.0,550.0,525.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
140.0,-160.0,140.0,62.5,2017-01-15,False,Flyweight,MALE,3,0,2,0,57.0,0.411,0.7143,1.2857,0.326,2,2,20,0,0,0,5,0,0,0,5,Orthodox,167.64,175.26,135,2,0,0,30.6667,0.403,0.6667,0.4444,0.161,2,4,25,1,0,1,0,1,3,0,5,Orthodox,167.64,167.64,125,32,23,2,2,0,0,2,-5,-1,-1,-3,0.0,7.62,9,26.3333,0.0476,0.8413,Red,U-DEC,3.0,900.0,275.0,130.0,580.0,725.0,650.0,700.0,0,Not Recorded,1,1,Rank 11-25,Top 10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Blue
260.0,-320.0,260.0,31.25,2017-01-15,False,Lightweight,MALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,155,0,0,0,15.6667,0.46,0.3333,1.03,0.338,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,155,28,28,0,0,0,0,0,0,0,0,0,-7.62,-7.62,0,0.0,0.0,0.0,neither,U-DEC,3.0,900.0,500.0,168.0,825.0,842.0,884.0,195.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-160.0,140.0,62.5,140.0,2017-01-15,False,Bantamweight,MALE,3,1,0,0,11.0,0.28,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,167.64,165.1,135,2,0,0,60.4,0.452,0.2,2.0,0.342,3,2,15,0,0,1,2,0,0,0,3,Orthodox,167.64,167.64,135,36,33,1,0,-3,-3,1,-14,0,0,0,0.0,-2.54,3,-49.4,-0.2,-2.0,neither,S-DEC,3.0,900.0,130.0,401.0,1325.0,420.0,450.0,948.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
135.0,-175.0,135.0,57.1429,2017-01-15,False,Women's Strawweight,FEMALE,3,2,0,0,57.5,0.525,1.0,0.5,0.25,0,2,6,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,115,2,0,0,54.0,0.3,0.0,0.5,0.5,0,2,6,0,0,0,0,0,0,0,0,Orthodox,170.18,162.56,115,31,31,0,0,0,0,0,0,0,0,0,-5.08,0.0,0,3.5,1.0,0.0,neither,SUB,3.0,819.0,204.0,350.0,1490.0,1000.0,1250.0,525.0,1,Rear Naked Choke,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
210.0,-250.0,210.0,40.0,2017-01-15,False,Light Heavyweight,MALE,3,1,0,0,50.0,0.4,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,190.5,193.04,205,1,0,0,3.0,0.5,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,205,36,38,0,0,0,0,0,1,0,0,0,10.16,7.62,-2,47.0,0.0,0.0,neither,KO/TKO,3.0,725.0,450.0,298.0,1440.0,311.0,505.0,255.0,1,Punches,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
100.0,-120.0,100.0,83.3333,2017-01-15,False,Heavyweight,MALE,3,1,0,0,13.0,0.33,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,247,1,0,0,14.0,0.41,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Switch,187.96,187.96,253,34,31,0,0,0,0,0,-1,0,0,0,-5.08,0.0,3,-1.0,0.0,0.0,neither,KO/TKO,1.0,161.0,725.0,425.0,684.0,405.0,195.0,333.0,1,Punches,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-245.0,205.0,40.8163,205.0,2016-12-30,True,Bantamweight,MALE,5,0,5,0,31.4,0.378,0.0,0.8,0.166,5,0,9,0,0,0,1,4,0,0,5,Orthodox,172.72,165.1,135,0,5,0,75.0,0.462,0.2,4.6,0.52,5,0,21,4,0,1,3,1,0,0,5,Orthodox,172.72,172.72,135,31,25,0,0,0,0,0,-12,-4,3,0,0.0,-7.62,6,-43.6,-0.2,-3.8,Red,U-DEC,5.0,1500.0,130.0,1150.0,500.0,2000.0,475.0,210.0,0,Not Recorded,1,1,Top 10,Top 10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,Blue
120.0,-140.0,120.0,71.4286,2016-12-30,False,Flyweight,MALE,3,1,0,0,15.8,0.542,2.0,3.0,0.714,3,2,13,0,0,0,1,0,2,0,3,Orthodox,162.56,160.02,135,1,0,0,53.1429,0.526,2.1429,1.7143,0.386,4,2,17,0,0,0,2,2,1,0,5,Orthodox,175.26,172.72,135,25,23,0,0,-1,-2,0,-4,0,-2,1,-12.7,-12.7,2,-37.3429,-0.1429,1.2857,Red,U-DEC,3.0,900.0,280.0,225.0,485.0,300.0,650.0,650.0,0,Not Recorded,1,1,Rank 11-25,Rank 11-25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Blue
170.0,-200.0,170.0,50.0,2016-12-30,False,Welterweight,MALE,3,1,0,0,48.9333,0.441,0.2,2.2667,0.443,7,4,40,0,0,1,5,4,1,0,11,Orthodox,190.5,203.2,170,2,0,0,45.8235,0.534,0.3529,3.2353,0.314,6,5,46,3,1,2,4,5,0,0,12,Southpaw,175.26,175.26,185,33,29,1,0,1,-1,1,-6,-3,-1,1,15.24,27.94,4,3.1098,-0.1529,-0.9686,Red,U-DEC,3.0,900.0,235.0,175.0,1150.0,625.0,475.0,500.0,0,Not Recorded,1,1,Top 10,Top 10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Blue
180.0,-220.0,180.0,45.4545,2016-12-30,False,Welterweight,MALE,3,1,0,0,24.4,0.348,0.0,3.8,0.512,2,2,13,0,0,1,1,1,0,0,3,Orthodox,175.26,182.88,170,1,0,0,22.0,0.396,0.8235,0.9412,0.223,4,7,35,0,0,1,2,5,2,0,10,Orthodox,182.88,187.96,170,41,29,0,0,-2,-7,5,-22,0,-4,-2,-7.62,-5.08,12,2.4,-0.8235,2.8588,neither,KO/TKO,1.0,214.0,560.0,312.0,525.0,835.0,450.0,165.0,1,Punch,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-155.0,135.0,64.5161,135.0,2016-12-30,False,Welterweight,MALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,170,3,0,0,22.2,0.5,0.0,0.8,0.432,2,3,10,0,0,0,0,2,0,0,2,Switch,187.96,187.96,170,31,27,3,0,-2,-2,3,-10,0,-2,0,-5.08,5.08,4,-22.2,0.0,-0.8,neither,SUB,1.0,270.0,626.0,590.0,430.0,585.0,130.0,335.0,1,Arm Triangle,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-110.0,-110.0,90.9091,90.9091,2016-12-17,False,Women's Strawweight,FEMALE,5,0,1,0,47.0,0.78,4.0,3.0,1.0,1,0,3,0,0,0,0,0,1,0,1,Orthodox,160.02,157.48,115,0,1,0,47.2,0.486,0.8,1.6,0.264,3,1,16,0,0,0,1,2,1,0,4,Orthodox,162.56,165.1,115,22,30,0,0,-2,-3,1,-13,0,-2,0,-2.54,-7.62,-8,-0.2,3.2,1.4,Red,SUB,1.0,201.0,250.0,170.0,750.0,450.0,420.0,1125.0,1,Rear Naked Choke,1,1,Rank 11-25,Top 10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Blue
140.0,-160.0,140.0,62.5,2016-12-17,False,Welterweight,MALE,3,0,2,0,11.0,0.56,1.5,0.5,0.5,2,0,2,0,0,0,0,0,2,0,2,Switch,187.96,187.96,170,0,1,0,22.0,0.643,0.5,1.0,0.55,2,1,8,0,0,0,1,1,1,0,3,Orthodox,182.88,180.34,170,20,24,0,1,0,-1,1,-6,0,-1,1,5.08,7.62,-4,-11.0,1.0,-0.5,neither,SUB,2.0,400.0,450.0,585.0,850.0,120.0,285.0,625.0,1,Rear Naked Choke,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-230.0,190.0,43.4783,190.0,2016-12-17,False,Light Heavyweight,MALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,193.04,205,0,2,0,62.5,0.58,0.5,0.0,0.0,2,0,4,0,0,0,0,1,1,0,2,Orthodox,190.5,193.04,205,27,29,0,-2,-2,-2,0,-4,0,-1,-1,0.0,0.0,-2,-62.5,-0.5,0.0,neither,SUB,2.0,419.0,504.0,580.0,495.0,465.0,120.0,875.0,1,Armbar,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-115.0,-105.0,86.9565,95.2381,2016-12-17,False,Featherweight,MALE,3,3,0,0,56.0,0.373,0.0,1.0,0.467,0,3,9,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,155,3,0,0,30.7368,0.32,1.2632,0.4211,0.182,2,9,42,0,0,0,2,1,7,0,10,Orthodox,185.42,187.96,145,32,35,0,0,-2,-10,6,-33,0,-1,-7,-15.24,-17.78,-3,25.2632,-1.2632,0.5789,neither,U-DEC,3.0,900.0,370.0,170.0,335.0,1683.0,524.0,465.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
300.0,-360.0,300.0,27.7778,2016-12-17,False,Welterweight,MALE,3,0,2,0,17.8333,0.603,0.3333,3.5,0.553,3,1,14,0,0,0,1,2,2,0,5,Orthodox,180.34,182.88,170,0,2,0,75.75,0.505,0.25,0.5,0.333,2,1,11,0,0,0,1,1,1,0,3,Southpaw,182.88,182.88,170,27,28,0,0,1,2,0,3,0,1,1,-2.54,0.0,-1,-57.9167,0.0833,3.0,neither,U-DEC,3.0,900.0,530.0,-101.0,1405.0,450.0,900.0,430.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-135.0,115.0,74.0741,115.0,2016-12-17,False,Welterweight,MALE,3,0,1,0,43.0,0.34,1.0,0.0,0.0,1,0,3,0,0,1,0,0,0,0,1,Orthodox,180.34,182.88,170,1,0,0,19.2,0.466,0.2,0.0,0.0,1,3,10,0,0,0,0,1,1,0,2,Switch,177.8,180.34,170,28,26,1,1,0,-1,3,-7,0,-1,-1,2.54,2.54,2,23.8,0.8,0.0,neither,U-DEC,3.0,900.0,318.0,323.0,1142.0,410.0,250.0,602.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-160.0,140.0,62.5,140.0,2016-12-17,False,Welterweight,MALE,3,1,0,0,8.0,0.57,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,180.34,187.96,170,1,0,0,31.0,0.31,0.5,1.0,0.35,1,1,6,0,0,0,1,0,0,0,1,Southpaw,182.88,193.04,170,27,32,0,0,-1,-1,0,-5,0,0,0,-2.54,-5.08,-5,-23.0,-0.5,-1.0,neither,S-DEC,3.0,900.0,170.0,315.0,454.0,915.0,550.0,467.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
-125.0,105.0,80.0,105.0,2016-12-10,False,Middleweight,MALE,3,0,1,0,50.6667,0.433,0.2222,1.0,0.351,5,2,24,1,0,2,2,1,2,0,7,Southpaw,175.26,180.34,185,1,0,0,37.0,0.453,0.25,1.75,0.238,3,1,12,0,0,0,2,1,0,0,3,Orthodox,180.34,187.96,185,37,25,1,1,2,4,-1,12,1,0,2,-5.08,-7.62,12,13.6667,-0.0278,-0.75,Red,KO/TKO,3.0,765.0,170.0,200.0,450.0,800.0,525.0,750.0,1,Punches,0,1,Unranked,Top 10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,Blue
-170.0,150.0,58.8235,150.0,2016-12-10,False,Welterweight,MALE,3,0,0,0,9.28,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Switch,180.34,187.96,170,1,0,0,29.2,0.506,0.0,0.8,0.2,2,2,9,0,0,1,0,2,0,0,3,Orthodox,182.88,185.42,170,27,28,1,0,-2,-3,2,-9,0,-2,0,-2.54,2.54,-1,-29.2,0.0,-0.8,neither,U-DEC,3.0,900.0,385.0,600.0,900.0,1000.0,150.0,240.0,0,Not Recorded,0,0,Unranked,Unranked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue
